salaris_buckets,nz_avg_boodschappen,nz_avg_toeslagen,nz_avg_energie_water
1.0,223.57935179703367,-219.480666649858,94.88351209468048
2.0,176.46384520335897,-186.23417140020786,58.14240608221238
3.0,180.5409068771001,-160.34822356760398,49.877606055560456
4.0,174.2249831151345,-110.45018578679172,55.038752664992074
5.0,174.75334613895748,-74.99155343054558,61.73965178438245
6.0,191.49809235926685,-130.00959385273194,75.96004176074266
7.0,249.67783511691917,-227.6652132747295,101.866837452004
8.0,375.82624752743686,-277.1197643181194,136.46884039449267
9.0,468.59107199763423,-321.83934028076254,139.68105921390293
